"X","participant","gender","age","language","logical_training","trial_type","card_type","guess_type","card","guess","response","aim","comments","response_type"
307,"anon21","male",23,"English","No","X_X","X","X","cat","cat","right","The goal was to see if you can follow directions using a game. ","","binary"
308,"anon21","male",23,"English","No","X_XandY","X","XandY","cat","catandele","wrong","The goal was to see if you can follow directions using a game. ","","binary"
309,"anon21","male",23,"English","No","X_XandY","X","XandY","ele","dogandele","wrong","The goal was to see if you can follow directions using a game. ","","binary"
310,"anon21","male",23,"English","No","X_X","X","X","dog","dog","right","The goal was to see if you can follow directions using a game. ","","binary"
311,"anon21","male",23,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","The goal was to see if you can follow directions using a game. ","","binary"
312,"anon21","male",23,"English","No","XY_Z","XY","Z","catdog","ele","wrong","The goal was to see if you can follow directions using a game. ","","binary"
313,"anon22","male",27,"english","No","X_XandY","X","XandY","cat","catandele","wrong","not sure","","binary"
314,"anon22","male",27,"english","No","XY_XandY","XY","XandY","catele","catandele","right","not sure","","binary"
315,"anon22","male",27,"english","No","X_Z","X","Z","ele","dog","wrong","not sure","","binary"
316,"anon22","male",27,"english","No","X_XandY","X","XandY","cat","catanddog","wrong","not sure","","binary"
317,"anon22","male",27,"english","No","XY_X","XY","X","dogele","ele","right","not sure","","binary"
318,"anon22","male",27,"english","No","X_Z","X","Z","ele","cat","wrong","not sure","","binary"
319,"anon22","male",27,"english","No","XY_X","XY","X","catdog","dog","right","not sure","","binary"
320,"anon22","male",27,"english","No","X_X","X","X","ele","ele","right","not sure","","binary"
321,"anon22","male",27,"english","No","XY_XorY","XY","XorY","dogele","dogorele","wrong","not sure","","binary"
322,"anon22","male",27,"english","No","XY_XorY","XY","XorY","catele","catorele","wrong","not sure","","binary"
323,"anon22","male",27,"english","No","X_Z","X","Z","cat","dog","wrong","not sure","","binary"
324,"anon22","male",27,"english","No","XY_Z","XY","Z","dogele","cat","wrong","not sure","","binary"
325,"anon22","male",27,"english","No","X_XorY","X","XorY","cat","catorele","right","not sure","","binary"
326,"anon22","male",27,"english","No","X_X","X","X","dog","dog","right","not sure","","binary"
327,"anon22","male",27,"english","No","XY_Z","XY","Z","catdog","ele","wrong","not sure","","binary"
328,"anon22","male",27,"english","No","XY_XandY","XY","XandY","catdog","catanddog","right","not sure","","binary"
329,"anon22","male",27,"english","No","X_X","X","X","cat","cat","right","not sure","","binary"
330,"anon22","male",27,"english","No","XY_X","XY","X","catele","ele","wrong","not sure","","binary"
331,"anon22","male",27,"english","No","X_XorY","X","XorY","cat","catordog","right","not sure","","binary"
332,"anon22","male",27,"english","No","X_XandY","X","XandY","ele","catandele","wrong","not sure","","binary"
333,"anon22","male",27,"english","No","XY_XandY","XY","XandY","dogele","dogandele","right","not sure","","binary"
334,"anon22","male",27,"english","No","XY_XorY","XY","XorY","catdog","catordog","wrong","not sure","","binary"
335,"anon22","male",27,"english","No","XY_Z","XY","Z","catele","dog","wrong","not sure","","binary"
336,"anon22","male",27,"english","No","X_XorY","X","XorY","ele","dogorele","right","not sure","","binary"
337,"anon23","male",32,"English","No","XY_XorY","XY","XorY","catdog","catordog","kinda wrong","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
338,"anon23","male",32,"English","No","X_X","X","X","dog","dog","right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
339,"anon23","male",32,"English","No","XY_X","XY","X","dogele","dog","kinda right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
340,"anon23","male",32,"English","No","X_X","X","X","cat","cat","right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
341,"anon23","male",32,"English","No","X_Z","X","Z","ele","dog","wrong","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
342,"anon23","male",32,"English","No","XY_X","XY","X","catdog","cat","kinda right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
343,"anon23","male",32,"English","No","X_XandY","X","XandY","ele","catandele","right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
344,"anon23","male",32,"English","No","X_Z","X","Z","dog","ele","wrong","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
345,"anon23","male",32,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
346,"anon23","male",32,"English","No","XY_XorY","XY","XorY","catele","catorele","kinda wrong","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
347,"anon23","male",32,"English","No","XY_Z","XY","Z","dogele","cat","wrong","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
348,"anon23","male",32,"English","No","XY_X","XY","X","catele","cat","kinda right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
349,"anon23","male",32,"English","No","X_XorY","X","XorY","cat","catorele","kinda right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
350,"anon23","male",32,"English","No","X_XandY","X","XandY","cat","catandele","wrong","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
351,"anon23","male",32,"English","No","X_X","X","X","ele","ele","right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
352,"anon23","male",32,"English","No","XY_Z","XY","Z","catele","dog","wrong","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
353,"anon23","male",32,"English","No","X_XorY","X","XorY","ele","dogorele","kinda right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
354,"anon23","male",32,"English","No","X_Z","X","Z","dog","cat","wrong","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
355,"anon23","male",32,"English","No","XY_XandY","XY","XandY","catele","catandele","right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
356,"anon23","male",32,"English","No","X_XorY","X","XorY","cat","catordog","kinda right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
357,"anon23","male",32,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
358,"anon23","male",32,"English","No","XY_XorY","XY","XorY","dogele","dogorele","kinda wrong","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
359,"anon23","male",32,"English","No","XY_Z","XY","Z","catdog","ele","wrong","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
360,"anon23","male",32,"English","No","X_XandY","X","XandY","cat","catanddog","kinda wrong","Understanding if there was a set right and wrong or some inbetween areas in judgement. ","","quatenary"
361,"anon24","male",22,"english","No","XY_XorY","XY","XorY","catele","catorele","right","was to study how someone perceived what was right and what was wrong","","binary"
362,"anon24","male",22,"english","No","XY_X","XY","X","dogele","dog","right","was to study how someone perceived what was right and what was wrong","","binary"
363,"anon24","male",22,"english","No","XY_Z","XY","Z","catdog","ele","wrong","was to study how someone perceived what was right and what was wrong","","binary"
364,"anon24","male",22,"english","No","XY_Z","XY","Z","dogele","cat","wrong","was to study how someone perceived what was right and what was wrong","","binary"
365,"anon24","male",22,"english","No","XY_XandY","XY","XandY","catdog","catanddog","right","was to study how someone perceived what was right and what was wrong","","binary"
366,"anon24","male",22,"english","No","X_X","X","X","ele","ele","right","was to study how someone perceived what was right and what was wrong","","binary"
367,"anon24","male",22,"english","No","XY_X","XY","X","dogele","ele","right","was to study how someone perceived what was right and what was wrong","","binary"
368,"anon24","male",22,"english","No","XY_XandY","XY","XandY","dogele","dogandele","right","was to study how someone perceived what was right and what was wrong","","binary"
369,"anon24","male",22,"english","No","X_XorY","X","XorY","dog","dogorele","right","was to study how someone perceived what was right and what was wrong","","binary"
370,"anon24","male",22,"english","No","X_XorY","X","XorY","dog","catordog","right","was to study how someone perceived what was right and what was wrong","","binary"
371,"anon24","male",22,"english","No","XY_Z","XY","Z","catele","dog","wrong","was to study how someone perceived what was right and what was wrong","","binary"
372,"anon24","male",22,"english","No","X_XandY","X","XandY","ele","catandele","wrong","was to study how someone perceived what was right and what was wrong","","binary"
373,"anon24","male",22,"english","No","X_X","X","X","dog","dog","right","was to study how someone perceived what was right and what was wrong","","binary"
374,"anon24","male",22,"english","No","XY_XandY","XY","XandY","catele","catandele","right","was to study how someone perceived what was right and what was wrong","","binary"
375,"anon24","male",22,"english","No","XY_XorY","XY","XorY","catdog","catordog","right","was to study how someone perceived what was right and what was wrong","","binary"
376,"anon24","male",22,"english","No","X_XandY","X","XandY","dog","dogandele","wrong","was to study how someone perceived what was right and what was wrong","","binary"
377,"anon24","male",22,"english","No","X_Z","X","Z","dog","cat","wrong","was to study how someone perceived what was right and what was wrong","","binary"
378,"anon24","male",22,"english","No","X_Z","X","Z","dog","ele","wrong","was to study how someone perceived what was right and what was wrong","","binary"
379,"anon24","male",22,"english","No","X_XandY","X","XandY","dog","catanddog","wrong","was to study how someone perceived what was right and what was wrong","","binary"
380,"anon24","male",22,"english","No","XY_X","XY","X","catele","cat","right","was to study how someone perceived what was right and what was wrong","","binary"
381,"anon24","male",22,"english","No","X_Z","X","Z","ele","cat","wrong","was to study how someone perceived what was right and what was wrong","","binary"
382,"anon24","male",22,"english","No","X_XorY","X","XorY","ele","dogorele","right","was to study how someone perceived what was right and what was wrong","","binary"
383,"anon24","male",22,"english","No","X_X","X","X","cat","cat","right","was to study how someone perceived what was right and what was wrong","","binary"
384,"anon24","male",22,"english","No","XY_XorY","XY","XorY","dogele","dogorele","right","was to study how someone perceived what was right and what was wrong","","binary"
385,"anon25","male",34,"English","Yes","XY_X","XY","X","dogele","dog","kinda right","No idea, train AI to respond to various affirmations?","","quatenary"
386,"anon25","male",34,"English","Yes","X_Z","X","Z","cat","ele","wrong","No idea, train AI to respond to various affirmations?","","quatenary"
387,"anon25","male",34,"English","Yes","XY_XandY","XY","XandY","catdog","catanddog","right","No idea, train AI to respond to various affirmations?","","quatenary"
388,"anon25","male",34,"English","Yes","X_Z","X","Z","cat","dog","wrong","No idea, train AI to respond to various affirmations?","","quatenary"
389,"anon25","male",34,"English","Yes","X_XandY","X","XandY","dog","dogandele","wrong","No idea, train AI to respond to various affirmations?","","quatenary"
390,"anon25","male",34,"English","Yes","X_XandY","X","XandY","ele","catandele","wrong","No idea, train AI to respond to various affirmations?","","quatenary"
391,"anon25","male",34,"English","Yes","XY_XorY","XY","XorY","catele","catorele","kinda right","No idea, train AI to respond to various affirmations?","","quatenary"
